章节,篇名,原文,韻腳字,上古韻部
国风·邶风,簡兮,方將《萬舞》。,舞,魚
国风·邶风,簡兮,日之方中，,,
国风·邶风,簡兮,在前上處。○,處,魚
国风·邶风,簡兮,碩人俁俁，,俁,魚
国风·邶风,簡兮,公庭《萬舞》。,舞,魚
国风·邶风,簡兮,有力如虎，,虎,魚
国风·邶风,簡兮,執轡如組。○,組,魚
国风·邶风,簡兮,左手執籥，,籥,藥
国风·邶风,簡兮,右手秉翟。,翟,藥
国风·邶风,簡兮,赫如渥赭，,,
国风·邶风,簡兮,公言錫爵。○,爵,藥
国风·邶风,簡兮,山有榛，,榛,真
国风·邶风,簡兮,隰有苓。,苓,真
国风·邶风,簡兮,云誰之思？,,
国风·邶风,簡兮,西方美人。,人,真
国风·邶风,簡兮,彼美人兮，,人,真
国风·邶风,簡兮,西方之人兮！○,人,真
国风·邶风,泉水,毖彼泉水，,,
国风·邶风,泉水,亦流于淇。,淇,之
国风·邶风,泉水,有懷于衛，,,
国风·邶风,泉水,靡日不思。,思,之
国风·邶风,泉水,孌彼諸姬，,姬,之
国风·邶风,泉水,聊與之謀。○,謀,之
国风·邶风,泉水,出宿于泲？,泲,脂
国风·邶风,泉水,飲餞于禰？,禰,脂
国风·邶风,泉水,女子有行，,,
国风·邶风,泉水,遠父母兄弟。,弟,脂
国风·邶风,泉水,問我諸姑，,,
国风·邶风,泉水,遂及伯姊。○,姊,脂
国风·邶风,泉水,出宿于干？,干,元
国风·邶风,泉水,飲餞于言？,言,元
国风·邶风,泉水,載脂載舝，,舝,月
国风·邶风,泉水,還車言邁。,邁,月
国风·邶风,泉水,遄臻于衛，,衛,月
国风·邶风,泉水,不瑕有害？○,害,月
国风·邶风,泉水,我思肥泉，,泉,元
国风·邶风,泉水,茲之永歎。,歎,元
国风·邶风,泉水,思須與漕，,漕,幽
国风·邶风,泉水,我心悠悠。,悠,幽
国风·邶风,泉水,駕言出遊，,遊,幽
国风·邶风,泉水,以寫我憂！○,憂,幽
国风·邶风,北門,出自北門，,門,文
国风·邶风,北門,憂心殷殷。,殷,文
国风·邶风,北門,終窶且貧，,貧,文
国风·邶风,北門,莫知我艱。,艱,文
国风·邶风,北門,已焉哉！,,
国风·邶风,北門,天實爲之，,爲,歌
国风·邶风,北門,謂之何哉？○,何,歌
国风·邶风,北門,王事適我，,適,錫
国风·邶风,北門,政事一埤益我。,益,錫
国风·邶风,北門,我入自外，,,
国风·邶风,北門,室人交徧讁我。,讁,錫
国风·邶风,北門,已焉哉！,,
国风·邶风,北門,天實爲之，,爲,歌
国风·邶风,北門,謂之何哉？○,何,歌
国风·邶风,北門,王事敦我，,敦,文
国风·邶风,北門,政事一埤遺我。,遺,微
国风·邶风,北門,我入自外，,,
国风·邶风,北門,室人交徧摧我。,摧,微
国风·邶风,北門,已焉哉！,,
国风·邶风,北門,天實爲之，,爲,歌
国风·邶风,北門,謂之何哉？○,何,歌
国风·邶风,北風,北風其涼，,涼,陽
国风·邶风,北風,雨雪其雱。,雱,陽
国风·邶风,北風,惠而好我，,,
国风·邶风,北風,攜手同行。,行,陽
国风·邶风,北風,其虛其邪？,邪,魚
国风·邶风,北風,既亟只且！○,且,魚
国风·邶风,北風,北風其喈，,喈,脂
国风·邶风,北風,雨雪其霏。,霏,微
国风·邶风,北風,惠而好我，,,
国风·邶风,北風,攜手同歸。,歸,微
国风·邶风,北風,其虛其邪？,邪,魚
国风·邶风,北風,既亟只且！○,且,魚
国风·邶风,北風,莫赤匪狐，,狐,魚
国风·邶风,北風,莫黑匪烏。,烏,魚
国风·邶风,北風,惠而好我，,,
国风·邶风,北風,攜手同車。,車,魚
国风·邶风,北風,其虛其邪？,邪,魚
国风·邶风,北風,既亟只且！○,且,魚
国风·邶风,靜女,靜女其姝，,姝,侯
国风·邶风,靜女,俟我於城隅。,隅,侯
国风·邶风,靜女,愛而不見，,,
国风·邶风,靜女,搔首踟躕。○,躕,侯
国风·邶风,靜女,靜女其孌，,孌,元
国风·邶风,靜女,貽我彤管。,管,元
国风·邶风,靜女,彤管有煒，,煒,微
国风·邶风,靜女,說懌女美。○,美,脂
国风·邶风,靜女,自牧歸荑，,荑,脂
国风·邶风,靜女,洵美且異。,異,職
国风·邶风,靜女,匪女之爲美，,美,脂
国风·邶风,靜女,美人之貽！○,貽,之
国风·邶风,新台,新臺有泚，,泚,脂
国风·邶风,新台,河水瀰瀰。,瀰,脂
国风·邶风,新台,燕婉之求，,,
国风·邶风,新台,籧篨不鮮！○,鮮,元
国风·邶风,新台,新臺有洒，,洒,文
国风·邶风,新台,河水浼浼。,浼,文
国风·邶风,新台,燕婉之求，,,
国风·邶风,新台,籧篨不殄！○,殄,文
国风·邶风,新台,魚網之設。,,
国风·邶风,新台,鴻則離之。,離,歌
国风·邶风,新台,燕婉之求，,,
国风·邶风,新台,得此戚施！○,施,歌
国风·邶风,二子乘舟,二子乘舟，,,
国风·邶风,二子乘舟,汎汎其景。,景,陽
国风·邶风,二子乘舟,願言思子：,,
国风·邶风,二子乘舟,中心養養！○,養,陽
国风·邶风,二子乘舟,二子乘舟，,,
国风·邶风,二子乘舟,汎汎其逝。,逝,月
国风·邶风,二子乘舟,願言思子：,,
国风·邶风,二子乘舟,不瑕有害？○,害,月
国风·鄘风,柏舟,汎彼柏舟，,,
国风·鄘风,柏舟,在彼中河。,河,歌
国风·鄘风,柏舟,髧彼兩髦，,,
国风·鄘风,柏舟,實維我儀。,儀,歌
国风·鄘风,柏舟,之死矢靡它。,它,歌
国风·鄘风,柏舟,母也天只，,天,真
国风·鄘风,柏舟,不諒人只！○,人,真
国风·鄘风,柏舟,汎彼柏舟，,,
国风·鄘风,柏舟,在彼河側。,側,職
国风·鄘风,柏舟,髧彼兩髦，,,
国风·鄘风,柏舟,實維我特。,特,職
国风·鄘风,柏舟,之死矢靡慝。,慝,職
国风·鄘风,柏舟,母也天只！,天,真
国风·鄘风,柏舟,不諒人只！○,人,真
国风·鄘风,牆有茨,牆有茨，,,
国风·鄘风,牆有茨,不可埽也。,埽,幽
国风·鄘风,牆有茨,中冓之言，,,
国风·鄘风,牆有茨,不可道也。,道,幽
国风·鄘风,牆有茨,所可道也，,道,幽
国风·鄘风,牆有茨,言之醜也。○,醜,幽
国风·鄘风,牆有茨,牆有茨，,,
国风·鄘风,牆有茨,不可襄也。,襄,陽
国风·鄘风,牆有茨,中冓之言，,,
国风·鄘风,牆有茨,不可詳也。,詳,陽
国风·鄘风,牆有茨,所可詳也，,詳,陽
国风·鄘风,牆有茨,言之長也。○,長,陽
国风·鄘风,牆有茨,牆有茨，,,
国风·鄘风,牆有茨,不可束也。,束,屋
国风·鄘风,牆有茨,中冓之言，,,
国风·鄘风,牆有茨,不可讀也。,讀,屋
国风·鄘风,牆有茨,所可讀也，,讀,屋
国风·鄘风,牆有茨,言之辱也。○,辱,屋
国风·鄘风,君子偕老,君子偕老！,,
国风·鄘风,君子偕老,副笄六珈。,珈,歌
国风·鄘风,君子偕老,委委佗佗，,佗,歌
国风·鄘风,君子偕老,如山如河，,河,歌
国风·鄘风,君子偕老,象服是宜。,宜,歌
国风·鄘风,君子偕老,子之不淑，,,
国风·鄘风,君子偕老,云如之何！○,何,歌
国风·鄘风,君子偕老,玼兮玼兮！,,
国风·鄘风,君子偕老,其之翟也。,翟,藥
国风·鄘风,君子偕老,鬒髮如雲，,,
国风·鄘风,君子偕老,不屑髢也。,髢,錫
国风·鄘风,君子偕老,玉之瑱也，,瑱,真
国风·鄘风,君子偕老,象之揥也，,揥,錫
国风·鄘风,君子偕老,揚且之晳也。,晳,錫
国风·鄘风,君子偕老,胡然而天也！,天,真
国风·鄘风,君子偕老,胡然而帝也！○,帝,錫
国风·鄘风,君子偕老,瑳兮瑳兮！,,
国风·鄘风,君子偕老,其之展也。,展,元
国风·鄘风,君子偕老,蒙彼縐絺，,,
国风·鄘风,君子偕老,是紲袢也。,袢,元
国风·鄘风,君子偕老,子之清揚，,,
国风·鄘风,君子偕老,揚且之顏也。,顏,元
国风·鄘风,君子偕老,展如之人兮，,,
国风·鄘风,君子偕老,邦之媛也！○,媛,元
国风·鄘风,桑中,爰采唐矣？,唐,陽
国风·鄘风,桑中,沬之鄉矣。,鄉,陽
国风·鄘风,桑中,云誰之思？,,
国风·鄘风,桑中,美孟姜矣！,姜,陽
国风·鄘风,桑中,期我乎桑中，,中,侵
国风·鄘风,桑中,要我乎上宮，,宮,侵
国风·鄘风,桑中,送我乎淇之上矣。○,上,陽
国风·鄘风,桑中,爰采麥矣？,麥,職
国风·鄘风,桑中,沬之北矣。,北,職
国风·鄘风,桑中,云誰之思？,,
国风·鄘风,桑中,美孟弋矣。,弋,職
国风·鄘风,桑中,期我乎桑中，,中,侵
国风·鄘风,桑中,要我乎上宮，,宮,侵
国风·鄘风,桑中,送我乎淇之上矣。○,上,陽
国风·鄘风,桑中,爰采葑矣？,葑,東
国风·鄘风,桑中,沬之東矣。,東,東
国风·鄘风,桑中,云誰之思？,,
国风·鄘风,桑中,美孟庸矣。,庸,東
国风·鄘风,桑中,期我乎桑中，,中,侵
国风·鄘风,桑中,要我乎上宮，,宮,侵
国风·鄘风,桑中,送我乎淇之上矣。○,上,陽
国风·鄘风,鶉之奔奔,鶉之奔奔，,,
国风·鄘风,鶉之奔奔,鵲之彊彊。,彊,陽
国风·鄘风,鶉之奔奔,人之無良，,良,陽
国风·鄘风,鶉之奔奔,我以爲兄！○,兄,陽
国风·鄘风,鶉之奔奔,鵲之彊彊，,彊,陽
国风·鄘风,鶉之奔奔,鶉之奔奔。,奔,文
国风·鄘风,鶉之奔奔,人之無良，,良,陽
国风·鄘风,鶉之奔奔,我以爲君！○,君,文
国风·鄘风,定之方中,定之方中，,中,侵
国风·鄘风,定之方中,作于楚宮。,宮,侵
国风·鄘风,定之方中,揆之以日，,日,質
国风·鄘风,定之方中,作于楚室。,室,質
国风·鄘风,定之方中,樹之榛栗，,栗,質
国风·鄘风,定之方中,椅桐梓漆，,漆,質
国风·鄘风,定之方中,爰伐琴瑟。○,瑟,質
国风·鄘风,定之方中,升彼虛矣，,虛,魚
国风·鄘风,定之方中,以望楚矣。,楚,魚
国风·鄘风,定之方中,望楚與堂，,堂,陽
国风·鄘风,定之方中,景山與京，,京,陽
国风·鄘风,定之方中,降觀于桑。,桑,陽
国风·鄘风,定之方中,卜云其吉，,,
国风·鄘风,定之方中,終然允臧。○,臧,陽
国风·鄘风,定之方中,靈雨既零，,零,真
国风·鄘风,定之方中,命彼倌人：,人,真
国风·鄘风,定之方中,星言夙駕，,,
国风·鄘风,定之方中,說于桑田。,田,真
国风·鄘风,定之方中,匪直也人，,人,真
国风·鄘风,定之方中,秉心塞淵，,淵,真
国风·鄘风,定之方中,騋牝三千！○,千,真
国风·鄘风,蝃蝀,蝃蝀在東，,,
国风·鄘风,蝃蝀,莫之敢指。,指,脂
国风·鄘风,蝃蝀,女子有行，,,
国风·鄘风,蝃蝀,遠父母兄弟。○,弟,脂
国风·鄘风,蝃蝀,朝隮于西，,,
国风·鄘风,蝃蝀,崇朝其雨？,雨,魚
国风·鄘风,蝃蝀,女子有行，,,
国风·鄘风,蝃蝀,遠兄弟父母。○,母,之
国风·鄘风,蝃蝀,乃如之人也！,人,真
国风·鄘风,蝃蝀,懷昏姻也！,姻,真
国风·鄘风,蝃蝀,大無信也！,信,真
国风·鄘风,蝃蝀,不知命也！○,命,真
国风·鄘风,相鼠,相鼠有皮，,皮,歌
国风·鄘风,相鼠,人而無儀。,儀,歌
国风·鄘风,相鼠,人而無儀，,儀,歌
国风·鄘风,相鼠,不死何爲？○,爲,歌
国风·鄘风,相鼠,相鼠有齒，,齒,之
国风·鄘风,相鼠,人而無止。,止,之
国风·鄘风,相鼠,人而無止，,止,之
国风·鄘风,相鼠,不死何俟？○,俟,之
国风·鄘风,相鼠,相鼠有體，,體,脂
国风·鄘风,相鼠,人而無禮。,禮,脂
国风·鄘风,相鼠,人而無禮，,禮,脂
国风·鄘风,相鼠,胡不遄死？○,死,脂
国风·鄘风,幹旄,孑孑干旄，,旄,宵
国风·鄘风,幹旄,在浚之郊。,郊,宵
国风·鄘风,幹旄,素絲紕之，,紕,脂
国风·鄘风,幹旄,良馬四之。,四,質
国风·鄘风,幹旄,彼姝者子，,,
国风·鄘风,幹旄,何以畀之！○,畀,質
国风·鄘风,幹旄,孑孑干旟，,旟,魚
国风·鄘风,幹旄,在浚之都。,都,魚
国风·鄘风,幹旄,素絲組之，,組,魚
国风·鄘风,幹旄,良馬五之。,五,魚
国风·鄘风,幹旄,彼姝者子，,,
国风·鄘风,幹旄,何以予之！○,予,魚
国风·鄘风,幹旄,孑孑干旌，,旌,耕
国风·鄘风,幹旄,在浚之城。,城,耕
国风·鄘风,幹旄,素絲祝之，,祝,覺
国风·鄘风,幹旄,良馬六之。,六,覺
国风·鄘风,幹旄,彼姝者子，,,
国风·鄘风,幹旄,何以告之！○,告,覺
国风·鄘风,載馳,載馳載驅，,驅,侯
国风·鄘风,載馳,歸唁衛侯。,侯,侯
国风·鄘风,載馳,驅馬悠悠，,悠,幽
国风·鄘风,載馳,言至于漕：,漕,幽
国风·鄘风,載馳,大夫跋涉，,,
国风·鄘风,載馳,我心則憂。○,憂,幽
国风·鄘风,載馳,既不我嘉，,,
国风·鄘风,載馳,不能旋反？,反,元
国风·鄘风,載馳,視爾不臧，,,
国风·鄘风,載馳,我思不遠！,遠,元
国风·鄘风,載馳,既不我嘉，,,
国风·鄘风,載馳,不能旋濟？,濟,脂
国风·鄘风,載馳,視爾不臧，,,
国风·鄘风,載馳,我思不閟！○,閟,質
国风·鄘风,載馳,陟彼阿丘，,,
国风·鄘风,載馳,言采其蝱。,蝱,陽
国风·鄘风,載馳,女子善懷，,,
国风·鄘风,載馳,亦各有行。,行,陽
国风·鄘风,載馳,許人尤之，,,
国风·鄘风,載馳,眾穉且狂。○,狂,陽
国风·鄘风,載馳,我行其野，,,
国风·鄘风,載馳,芃芃其麥。,麥,職
国风·鄘风,載馳,控于大邦，,,
国风·鄘风,載馳,誰因誰極？,極,職
国风·鄘风,載馳,大夫君子，,,
国风·鄘风,載馳,無我有尤。,尤,之
国风·鄘风,載馳,百爾所思，,思,之
国风·鄘风,載馳,不如我所之！○,之,之
国风·卫风,淇奧,瞻彼淇奧，,,
国风·卫风,淇奧,綠竹猗猗。,猗,歌
国风·卫风,淇奧,有匪君子，,,
国风·卫风,淇奧,如切如磋，,磋,歌
国风·卫风,淇奧,如琢如磨。,磨,歌
国风·卫风,淇奧,瑟兮僩兮！,僩,元
国风·卫风,淇奧,赫兮咺兮！,咺,元
国风·卫风,淇奧,有匪君子，,,
国风·卫风,淇奧,終不可諼兮！○,諼,元
国风·卫风,淇奧,瞻彼淇奧，,,
国风·卫风,淇奧,綠竹青青。,青,耕
国风·卫风,淇奧,有匪君子，,,
国风·卫风,淇奧,充耳琇瑩，,瑩,耕
国风·卫风,淇奧,會弁如星。,星,耕
国风·卫风,淇奧,瑟兮僩兮！,僩,元
国风·卫风,淇奧,赫兮咺兮！,咺,元
国风·卫风,淇奧,有匪君子，,,
国风·卫风,淇奧,終不可諼兮！○,諼,元
国风·卫风,淇奧,瞻彼淇奧，,,
国风·卫风,淇奧,綠竹如簀。,簀,錫
国风·卫风,淇奧,有匪君子，,,
国风·卫风,淇奧,如金如錫，,錫,錫
国风·卫风,淇奧,如圭如璧。,璧,錫
国风·卫风,淇奧,寬兮綽兮！,綽,藥
国风·卫风,淇奧,猗重較兮！,較,藥
国风·卫风,淇奧,善戲謔兮，,謔,藥
国风·卫风,淇奧,不爲虐兮！○,虐,藥
国风·卫风,考槃,考槃在澗，,澗,元
国风·卫风,考槃,碩人之寬。,寬,元
国风·卫风,考槃,獨寐寤言，,言,元
国风·卫风,考槃,永矢弗諼！○,諼,元
国风·卫风,考槃,考槃在阿，,阿,歌
国风·卫风,考槃,碩人之薖。,薖,歌
国风·卫风,考槃,獨寐寤歌，,歌,歌
国风·卫风,考槃,永矢弗過！○,過,歌
国风·卫风,考槃,考槃在陸，,陸,覺
国风·卫风,考槃,碩人之軸。,軸,覺
国风·卫风,考槃,獨寐寤宿，,宿,覺
国风·卫风,考槃,永矢弗告！○,告,覺
国风·卫风,碩人,碩人其頎，,頎,微
国风·卫风,碩人,衣錦褧衣。,衣,微
国风·卫风,碩人,齊侯之子，,,
国风·卫风,碩人,衛侯之妻。,妻,脂
国风·卫风,碩人,東宮之妹，,,
国风·卫风,碩人,邢侯之姨，,姨,脂
国风·卫风,碩人,譚公維私。○,私,脂
国风·卫风,碩人,手如柔荑，,荑,脂
国风·卫风,碩人,膚如凝脂。,脂,脂
国风·卫风,碩人,領如蝤蠐，,蠐,脂
国风·卫风,碩人,齒如瓠犀，,犀,脂
国风·卫风,碩人,螓首蛾眉。,眉,脂
国风·卫风,碩人,巧笑倩兮！,倩,真
国风·卫风,碩人,美目盼兮！○,盼,文
国风·卫风,碩人,碩人敖敖，,敖,宵
国风·卫风,碩人,說于農郊。,郊,宵
国风·卫风,碩人,四牡有驕，,驕,宵
国风·卫风,碩人,朱幩鑣鑣，,鑣,宵
国风·卫风,碩人,翟茀以朝。,朝,宵
国风·卫风,碩人,大夫夙退。,,
国风·卫风,碩人,無使君勞！○,勞,宵
国风·卫风,碩人,河水洋洋，,,
国风·卫风,碩人,北流活活。,活,月
国风·卫风,碩人,施罛濊濊，,濊,月
国风·卫风,碩人,鱣鮪發發，,發,月
国风·卫风,碩人,葭菼揭揭。,揭,月
国风·卫风,碩人,庶姜孼孼，,孼,月
国风·卫风,碩人,庶士有朅！○,朅,月
国风·卫风,氓,氓之蚩蚩，,蚩,之
国风·卫风,氓,抱布貿絲。,絲,之
国风·卫风,氓,匪來貿絲，,絲,之
国风·卫风,氓,來即我謀。,謀,之
国风·卫风,氓,送子涉淇，,淇,之
国风·卫风,氓,至于頓丘。,丘,之
国风·卫风,氓,匪我愆期，,期,之
国风·卫风,氓,子無良媒。,媒,之
国风·卫风,氓,將子無怒，,,
国风·卫风,氓,秋以爲期。○,期,之
国风·卫风,氓,乘彼垝垣，,垣,元
国风·卫风,氓,以望復關。,關,元
国风·卫风,氓,不見復關，,關,元
国风·卫风,氓,泣涕漣漣。,漣,元
国风·卫风,氓,既見復關，,關,元
国风·卫风,氓,載笑載言。,言,元
